,Town,Super Petrol,Diesel,Kerosene,Price Period
48,Tarbaj,188.42,174.12,157.04,September-2022
49,Elwak,190.02,175.72,158.65,September-2022
50,Wajir,188.57,174.27,157.21,September-2022
51,Modogashe,186.3,172.0,154.94,September-2022
52,Mandera,192.35,178.05,160.98,September-2022
53,Matuu,180.2,165.9,148.84,September-2022
54,Merti,184.65,170.35,153.29,September-2022
55,Oldonyiro,181.67,167.36,150.29,September-2022
56,Eldas,190.34,176.04,158.98,September-2022
57,Bute,187.38,173.08,156.02,September-2022
58,Hadado,185.97,171.67,154.6,September-2022
59,Mai Mahiu,179.42,165.12,148.06,September-2022
60,Doldo,182.0,167.7,150.63,September-2022
61,Lamuria,181.12,166.82,149.75,September-2022
62,Sipili,181.98,167.68,150.62,September-2022
63,Marimanti,181.61,167.31,150.25,September-2022
64,Mutuobare,180.95,166.65,149.58,September-2022
65,North Horr,188.11,173.82,156.75,September-2022
66,Maikona,186.73,172.43,155.37,September-2022
67,Kalacha,187.27,172.97,155.91,September-2022
68,Loyangalani,187.34,173.04,155.97,September-2022
69,Turbi,187.14,172.84,155.78,September-2022
70,Laisamis,184.36,170.06,152.98,September-2022
71,Merille,184.05,169.75,152.69,September-2022
72,Korr,185.3,171.0,153.93,September-2022
73,Nakuru,178.62,164.83,147.79,September-2022
74,Gilgil,178.58,164.79,147.76,September-2022
75,Mogotio,178.57,164.78,147.74,September-2022
76,Molo,178.65,164.86,147.83,September-2022
77,Olenguruone,179.36,165.56,148.53,September-2022
78,Londiani,178.88,165.09,148.05,September-2022
79,Nyahururu,178.87,165.08,148.04,September-2022
80,Archers Post,181.85,168.06,151.03,September-2022
81,Lodosoit,182.95,169.16,152.13,September-2022
82,Naivasha,178.95,165.15,148.11,September-2022
83,Marigat,179.34,165.55,148.51,September-2022
84,Kabarnet ,179.83,166.04,149.01,September-2022
85,Maralal,180.92,167.13,150.1,September-2022
86,Wamba,181.76,167.97,150.93,September-2022
87,Rumuruti,179.41,165.62,148.58,September-2022
88,Eldoret,179.5,165.72,148.67,September-2022
89,Kiplombe,179.5,165.72,148.67,September-2022
90,Iten,179.5,165.72,148.67,September-2022
91,Naiberi,179.5,165.72,148.67,September-2022
92,Kesses,179.5,165.72,148.67,September-2022
93,Kapsabet,179.52,165.74,148.68,September-2022
94,Webuye,179.93,166.15,149.1,September-2022
95,Kitale,179.86,166.08,149.03,September-2022
96,Kapenguria ,180.5,166.72,149.67,September-2022
97,Bungoma,180.26,166.48,149.44,September-2022
98,Moiben,179.52,165.74,148.68,September-2022
99,Matunda,179.49,165.7,148.66,September-2022
100,Burnt Forest,179.45,165.67,148.62,September-2022
101,Tambach,179.54,165.76,148.71,September-2022
102,Kapsowar,180.0,166.22,149.18,September-2022
103,Chebara,179.89,166.1,149.06,September-2022
104,Kimwarer,179.81,166.03,148.99,September-2022
105,Timboroa,179.73,165.95,148.9,September-2022
106,Nandi Hills,179.69,165.91,148.87,September-2022
107,Kaiboi,179.55,165.77,148.73,September-2022
108,Kiminini,180.05,166.27,149.21,September-2022
109,Endebes,180.39,166.61,149.57,September-2022
110,Saboti,180.07,166.29,149.25,September-2022
111,Chepareria,180.71,166.93,149.87,September-2022
112,Lomut,182.33,168.53,151.49,September-2022
113,Burgich,181.12,167.34,150.29,September-2022
114,Sigor,181.25,167.47,150.42,September-2022
115,Lodwar,183.68,169.9,152.85,September-2022
116,Kakuma,185.27,171.49,154.44,September-2022
117,Lokichar,182.68,168.9,151.85,September-2022
118,Kalokol,184.44,170.66,153.61,September-2022
119,Lokori,183.05,169.27,152.22,September-2022
120,Lokitaung,187.33,173.55,156.49,September-2022
121,Kapedo,182.33,168.53,151.49,September-2022
122,Malaba,180.66,166.88,149.84,September-2022
123,Lokichogio,186.46,172.68,155.63,September-2022
124,Ziwa,179.69,165.91,148.87,September-2022
125,Soy,179.51,165.72,148.67,September-2022
126,Moi's Bridge,179.57,165.78,148.74,September-2022
127,Turbo,179.45,165.67,148.62,September-2022
128,Kibish,187.56,173.77,156.73,September-2022
129,Nakalale,186.39,172.6,155.55,September-2022
130,Loima,182.8,169.02,151.97,September-2022
131,Lokiriama,184.37,170.59,153.53,September-2022
132,Kainuk,181.57,167.79,150.74,September-2022
133,Kacheliba,180.9,167.12,150.07,September-2022
134,Kiwawa,181.5,167.72,150.68,September-2022
135,Ortum,181.09,167.31,150.26,September-2022
136,Kachibora,179.89,166.1,149.06,September-2022
137,Kwanza,180.6,166.82,149.78,September-2022
138,Kaplamai,179.92,166.14,149.08,September-2022
139,Eldama Ravine,180.33,166.55,149.51,September-2022
140,Tenges,180.47,166.69,149.65,September-2022
141,Barwessa,180.59,166.81,149.75,September-2022
142,Kipsaraman,181.49,167.71,150.66,September-2022
143,Loruk,181.36,167.58,150.53,September-2022
144,Kabartonjo,180.33,166.55,149.51,September-2022
145,Tindiret,180.39,166.61,149.57,September-2022
146,O'lessos,179.57,165.78,148.74,September-2022
147,Kobujoi,179.97,166.19,149.14,September-2022
148,Serem,180.05,166.27,149.21,September-2022
149,Kabiyet,179.51,165.72,148.67,September-2022
150,Cheptulu,179.93,166.15,149.1,September-2022
151,Songor,180.47,166.69,149.65,September-2022
152,Kapcherop,180.11,166.33,149.28,September-2022
153,Sambalat,180.79,167.01,149.97,September-2022
154,Arror,180.45,166.67,149.61,September-2022
155,Tot,180.65,166.87,149.82,September-2022
156,Kaptarakwa,179.69,165.91,148.87,September-2022
157,Kapese,182.65,168.86,151.82,September-2022
158,Kalemngorok,182.03,168.25,151.21,September-2022
159,Marich,181.02,167.24,150.19,September-2022
160,Alale,181.5,167.72,150.68,September-2022
161,Kunyao,181.17,167.39,150.34,September-2022
162,Asilong,180.76,166.98,149.93,September-2022
163,Orolwo,180.79,167.01,149.97,September-2022
164,Sebit,180.74,166.96,149.92,September-2022
165,Morpus,180.65,166.87,149.82,September-2022
166,Chepkorniswo,180.53,166.75,149.71,September-2022
167,Kaibichbich,180.49,166.7,149.66,September-2022
168,Keringet,180.21,166.43,149.39,September-2022
169,Kisumu,179.5,165.7,148.66,September-2022
170,Sondu,179.59,165.8,148.77,September-2022
171,Oyugis,180.08,166.29,149.25,September-2022
172,Kakamega,179.54,165.75,148.72,September-2022
173,Mumias,179.82,166.03,148.99,September-2022
174,Bondo,179.7,165.91,148.88,September-2022
175,Siaya,179.83,166.04,149.0,September-2022
176,Kericho,180.0,166.21,149.17,September-2022
177,Nyamira,180.07,166.28,149.24,September-2022
178,Kisii,180.37,166.58,149.55,September-2022
179,Sotik,180.21,166.42,149.38,September-2022
180,Keroka,180.39,166.6,149.56,September-2022
181,Busia,180.36,166.57,149.54,September-2022
182,Homabay,180.31,166.52,149.48,September-2022
183,Migori,181.17,167.37,150.34,September-2022
184,Isebania,181.45,167.66,150.62,September-2022
185,Bomet,180.61,166.82,149.78,September-2022
186,Muhoroni,179.72,165.93,148.9,September-2022
187,Mbita,180.3,166.5,149.47,September-2022
188,Mbale,179.5,165.7,148.66,September-2022
189,Etago,180.94,167.15,150.12,September-2022
190,Magenche,181.05,167.26,150.22,September-2022
191,Kilgoris,180.88,167.09,150.06,September-2022
192,Malava,179.86,166.06,149.03,September-2022
193,Lugari,180.25,166.45,149.42,September-2022
194,Rodi Kopany,180.37,166.58,149.55,September-2022
195,Ndhiwa,180.65,166.86,149.82,September-2022
196,Rangwe,180.36,166.57,149.54,September-2022
197,Sindo,180.37,166.58,149.55,September-2022
198,Awasi,179.45,165.66,148.63,September-2022
199,Ahero,179.5,165.7,148.66,September-2022
200,Ugunja,179.93,166.13,149.1,September-2022
201,Asembo,179.57,165.78,148.75,September-2022
202,Usenge,180.06,166.26,149.22,September-2022
203,Harambee,179.54,165.75,148.71,September-2022
204,Muhuru Bay,181.31,167.52,150.48,September-2022
205,Kehancha,181.54,167.75,150.71,September-2022
206,Ntimaru,181.85,168.06,151.02,September-2022
207,Rongo,180.62,166.83,149.8,September-2022
208,Kaspokwony,180.59,166.8,149.75,September-2022
209,Chwele,180.53,166.74,149.7,September-2022
210,Kimilili,180.46,166.67,149.62,September-2022
211,Nambale,180.36,166.57,149.54,September-2022
212,SioPort,180.35,166.56,149.53,September-2022
213,Port Bunyala,180.4,166.61,149.57,September-2022
214,Funyula,180.22,166.43,149.4,September-2022
215,Ogembo,180.53,166.74,149.7,September-2022
216,Nyangusu,180.79,167.0,149.96,September-2022
217,Sengera,180.72,166.92,149.88,September-2022
218,Keumbu,180.44,166.64,149.61,September-2022
219,Marani,180.14,166.35,149.31,September-2022
220,Kerina,180.5,166.71,149.68,September-2022
221,Ikonge,179.86,166.07,149.03,September-2022
222,Nyansiongo,180.26,166.47,149.43,September-2022
0,Mombasa,175.98,160.76,144.69,October-2022
1,Kilifi,176.69,161.47,145.41,October-2022
2,Likoni Mainland,176.34,161.11,145.05,October-2022
3,Kwale,176.34,161.11,145.05,October-2022
4,Malindi,176.9,161.67,145.61,October-2022
5,Lungalunga,177.05,161.83,145.76,October-2022
6,Voi,177.46,162.24,146.17,October-2022
7,Taveta,178.86,163.64,147.58,October-2022
8,Lamu,179.27,164.06,148.0,October-2022
9,Hola,179.57,164.34,148.28,October-2022
10,Mpeketoni,179.27,164.06,148.0,October-2022
11,Minjila,178.25,163.02,146.96,October-2022
12,Garsen,178.33,163.11,147.05,October-2022
13,Samburu,176.28,161.06,145.0,October-2022
14,Taru,176.46,161.24,145.18,October-2022
15,Mwatate,177.79,162.57,146.51,October-2022
16,Wundanji,177.96,162.74,146.68,October-2022
17,Kaloleni,176.13,160.92,144.85,October-2022
18,Marereni,177.56,162.34,146.27,October-2022
19,Nairobi,178.3,163.0,146.94,October-2022
20,Thika,178.31,163.01,146.94,October-2022
21,Machakos,178.54,163.24,147.18,October-2022
22,Kajiado,178.72,163.42,147.36,October-2022
23,Makuyu,178.59,163.29,147.23,October-2022
24,Muranga,178.82,163.52,147.46,October-2022
25,Sagana,179.05,163.75,147.68,October-2022
26,Embu,179.4,164.1,148.04,October-2022
27,Kerugoya,179.33,164.03,147.97,October-2022
28,Narok,179.69,164.4,148.33,October-2022
29,Nyeri,179.67,164.37,148.31,October-2022
30,Namanga,179.85,164.55,148.48,October-2022
31,Kiganjo,179.64,164.34,148.28,October-2022
32,Chuka,179.93,164.63,148.57,October-2022
33,Kitui,179.84,164.54,148.47,October-2022
34,Mwingi,180.22,164.93,148.86,October-2022
35,Nanyuki,180.23,164.94,148.87,October-2022
36,Nkubu,181.21,165.91,149.84,October-2022
37,Mtito Andei,180.74,165.44,149.38,October-2022
38,Meru,181.4,166.1,150.04,October-2022
39,Isiolo,181.26,165.96,149.89,October-2022
40,Maua,181.85,166.56,150.49,October-2022
41,Garissa,182.47,167.17,151.11,October-2022
42,Marsabit,186.15,170.85,154.79,October-2022
43,Liboi,185.24,169.94,153.87,October-2022
44,Moyale,187.74,172.44,156.37,October-2022
45,Sololo,186.79,171.49,155.43,October-2022
46,Habaswein,185.16,169.86,153.8,October-2022
47,Dadaab,183.85,168.55,152.49,October-2022
48,Tarbaj,187.42,172.12,156.04,October-2022
49,Elwak,189.02,173.72,157.65,October-2022
50,Wajir,187.57,172.27,156.21,October-2022
51,Modogashe,185.3,170.0,153.94,October-2022
52,Mandera,191.35,176.05,159.98,October-2022
53,Matuu,179.2,163.9,147.84,October-2022
54,Merti,183.65,168.35,152.29,October-2022
55,Oldonyiro,180.67,165.36,149.29,October-2022
56,Eldas,189.34,174.04,157.98,October-2022
57,Bute,186.38,171.08,155.02,October-2022
58,Hadado,184.97,169.67,153.6,October-2022
59,Mai Mahiu,178.42,163.12,147.06,October-2022
60,Doldo,181.0,165.7,149.63,October-2022
61,Lamuria,180.12,164.82,148.75,October-2022
62,Sipili,180.98,165.68,149.62,October-2022
63,Marimanti,180.61,165.31,149.25,October-2022
64,Mutuobare,179.95,164.65,148.58,October-2022
65,North Horr,187.11,171.82,155.75,October-2022
66,Maikona,185.73,170.43,154.37,October-2022
67,Kalacha,186.27,170.97,154.91,October-2022
68,Loyangalani,186.34,171.04,154.97,October-2022
69,Turbi,186.14,170.84,154.78,October-2022
70,Laisamis,183.36,168.06,151.98,October-2022
71,Merille,183.05,167.75,151.69,October-2022
72,Korr,184.3,169.0,152.93,October-2022
73,Nakuru,177.62,162.83,146.79,October-2022
74,Gilgil,177.58,162.79,146.76,October-2022
75,Mogotio,177.57,162.78,146.74,October-2022
76,Molo,177.65,162.86,146.83,October-2022
77,Olenguruone,178.36,163.56,147.53,October-2022
78,Londiani,177.88,163.09,147.05,October-2022
79,Nyahururu,177.87,163.08,147.04,October-2022
80,Archers Post,180.85,166.06,150.03,October-2022
81,Lodosoit,181.95,167.16,151.13,October-2022
82,Naivasha,177.95,163.15,147.11,October-2022
83,Marigat,178.34,163.55,147.51,October-2022
84,Kabarnet ,178.83,164.04,148.01,October-2022
85,Maralal,179.92,165.13,149.1,October-2022
86,Wamba,180.76,165.97,149.93,October-2022
87,Rumuruti,178.41,163.62,147.58,October-2022
88,Eldoret,178.5,163.72,147.67,October-2022
89,Kiplombe,178.5,163.72,147.67,October-2022
90,Iten,178.5,163.72,147.67,October-2022
91,Naiberi,178.5,163.72,147.67,October-2022
92,Kesses,178.5,163.72,147.67,October-2022
93,Kapsabet,178.52,163.74,147.68,October-2022
94,Webuye,178.93,164.15,148.1,October-2022
95,Kitale,178.86,164.08,148.03,October-2022
96,Kapenguria ,179.5,164.72,148.67,October-2022
97,Bungoma,179.26,164.48,148.44,October-2022
98,Moiben,178.52,163.74,147.68,October-2022
99,Matunda,178.49,163.7,147.66,October-2022
100,Burnt Forest,178.45,163.67,147.62,October-2022
101,Tambach,178.54,163.76,147.71,October-2022
102,Kapsowar,179.0,164.22,148.18,October-2022
103,Chebara,178.89,164.1,148.06,October-2022
104,Kimwarer,178.81,164.03,147.99,October-2022
105,Timboroa,178.73,163.95,147.9,October-2022
106,Nandi Hills,178.69,163.91,147.87,October-2022
107,Kaiboi,178.55,163.77,147.73,October-2022
108,Kiminini,179.05,164.27,148.21,October-2022
109,Endebes,179.39,164.61,148.57,October-2022
110,Saboti,179.07,164.29,148.25,October-2022
111,Chepareria,179.71,164.93,148.87,October-2022
112,Lomut,181.33,166.53,150.49,October-2022
113,Burgich,180.12,165.34,149.29,October-2022
114,Sigor,180.25,165.47,149.42,October-2022
115,Lodwar,182.68,167.9,151.85,October-2022
116,Kakuma,184.27,169.49,153.44,October-2022
117,Lokichar,181.68,166.9,150.85,October-2022
118,Kalokol,183.44,168.66,152.61,October-2022
119,Lokori,182.05,167.27,151.22,October-2022
120,Lokitaung,186.33,171.55,155.49,October-2022
121,Kapedo,181.33,166.53,150.49,October-2022
122,Malaba,179.66,164.88,148.84,October-2022
123,Lokichogio,185.46,170.68,154.63,October-2022
124,Ziwa,178.69,163.91,147.87,October-2022
125,Soy,178.51,163.72,147.67,October-2022
126,Moi's Bridge,178.57,163.78,147.74,October-2022
127,Turbo,178.45,163.67,147.62,October-2022
128,Kibish,186.56,171.77,155.73,October-2022
129,Nakalale,185.39,170.6,154.55,October-2022
130,Loima,181.8,167.02,150.97,October-2022
131,Lokiriama,183.37,168.59,152.53,October-2022
132,Kainuk,180.57,165.79,149.74,October-2022
133,Kacheliba,179.9,165.12,149.07,October-2022
134,Kiwawa,180.5,165.72,149.68,October-2022
135,Ortum,180.09,165.31,149.26,October-2022
136,Kachibora,178.89,164.1,148.06,October-2022
137,Kwanza,179.6,164.82,148.78,October-2022
138,Kaplamai,178.92,164.14,148.08,October-2022
139,Eldama Ravine,179.33,164.55,148.51,October-2022
140,Tenges,179.47,164.69,148.65,October-2022
141,Barwessa,179.59,164.81,148.75,October-2022
142,Kipsaraman,180.49,165.71,149.66,October-2022
143,Loruk,180.36,165.58,149.53,October-2022
144,Kabartonjo,179.33,164.55,148.51,October-2022
145,Tindiret,179.39,164.61,148.57,October-2022
146,O'lessos,178.57,163.78,147.74,October-2022
147,Kobujoi,178.97,164.19,148.14,October-2022
148,Serem,179.05,164.27,148.21,October-2022
149,Kabiyet,178.51,163.72,147.67,October-2022
150,Cheptulu,178.93,164.15,148.1,October-2022
151,Songor,179.47,164.69,148.65,October-2022
152,Kapcherop,179.11,164.33,148.28,October-2022
153,Sambalat,179.79,165.01,148.97,October-2022
154,Arror,179.45,164.67,148.61,October-2022
155,Tot,179.65,164.87,148.82,October-2022
156,Kaptarakwa,178.69,163.91,147.87,October-2022
157,Kapese,181.65,166.86,150.82,October-2022
158,Kalemngorok,181.03,166.25,150.21,October-2022
159,Marich,180.02,165.24,149.19,October-2022
160,Alale,180.5,165.72,149.68,October-2022
161,Kunyao,180.17,165.39,149.34,October-2022
162,Asilong,179.76,164.98,148.93,October-2022
163,Orolwo,179.79,165.01,148.97,October-2022
164,Sebit,179.74,164.96,148.92,October-2022
165,Morpus,179.65,164.87,148.82,October-2022
166,Chepkorniswo,179.53,164.75,148.71,October-2022
167,Kaibichbich,179.49,164.7,148.66,October-2022
168,Keringet,179.21,164.43,148.39,October-2022
169,Kisumu,178.5,163.7,147.66,October-2022
170,Sondu,178.59,163.8,147.77,October-2022
171,Oyugis,179.08,164.29,148.25,October-2022
172,Kakamega,178.54,163.75,147.72,October-2022
173,Mumias,178.82,164.03,147.99,October-2022
174,Bondo,178.7,163.91,147.88,October-2022
175,Siaya,178.83,164.04,148.0,October-2022
176,Kericho,179.0,164.21,148.17,October-2022
177,Nyamira,179.07,164.28,148.24,October-2022
178,Kisii,179.37,164.58,148.55,October-2022
179,Sotik,179.21,164.42,148.38,October-2022
180,Keroka,179.39,164.6,148.56,October-2022
181,Busia,179.36,164.57,148.54,October-2022
182,Homabay,179.31,164.52,148.48,October-2022
183,Migori,180.17,165.37,149.34,October-2022
184,Isebania,180.45,165.66,149.62,October-2022
185,Bomet,179.61,164.82,148.78,October-2022
186,Muhoroni,178.72,163.93,147.9,October-2022
187,Mbita,179.3,164.5,148.47,October-2022
188,Mbale,178.5,163.7,147.66,October-2022
189,Etago,179.94,165.15,149.12,October-2022
190,Magenche,180.05,165.26,149.22,October-2022
191,Kilgoris,179.88,165.09,149.06,October-2022
192,Malava,178.86,164.06,148.03,October-2022
193,Lugari,179.25,164.45,148.42,October-2022
194,Rodi Kopany,179.37,164.58,148.55,October-2022
195,Ndhiwa,179.65,164.86,148.82,October-2022
196,Rangwe,179.36,164.57,148.54,October-2022
197,Sindo,179.37,164.58,148.55,October-2022
198,Awasi,178.45,163.66,147.63,October-2022
199,Ahero,178.5,163.7,147.66,October-2022
200,Ugunja,178.93,164.13,148.1,October-2022
201,Asembo,178.57,163.78,147.75,October-2022
202,Usenge,179.06,164.26,148.22,October-2022
203,Harambee,178.54,163.75,147.71,October-2022
204,Muhuru Bay,180.31,165.52,149.48,October-2022
205,Kehancha,180.54,165.75,149.71,October-2022
206,Ntimaru,180.85,166.06,150.02,October-2022
207,Rongo,179.62,164.83,148.8,October-2022
208,Kaspokwony,179.59,164.8,148.75,October-2022
209,Chwele,179.53,164.74,148.7,October-2022
210,Kimilili,179.46,164.67,148.62,October-2022
211,Nambale,179.36,164.57,148.54,October-2022
212,SioPort,179.35,164.56,148.53,October-2022
213,Port Bunyala,179.4,164.61,148.57,October-2022
214,Funyula,179.22,164.43,148.4,October-2022
215,Ogembo,179.53,164.74,148.7,October-2022
216,Nyangusu,179.79,165.0,148.96,October-2022
217,Sengera,179.72,164.92,148.88,October-2022
218,Keumbu,179.44,164.64,148.61,October-2022
219,Marani,179.14,164.35,148.31,October-2022
220,Kerina,179.5,164.71,148.68,October-2022
221,Ikonge,178.86,164.07,148.03,October-2022
222,Nyansiongo,179.26,164.47,148.43,October-2022
0,Mombasa,174.98,159.76,143.69,November-2022
1,Kilifi,175.69,160.47,144.41,November-2022
2,Likoni Mainland,175.34,160.11,144.05,November-2022
3,Kwale,175.34,160.11,144.05,November-2022
4,Malindi,175.9,160.67,144.61,November-2022
5,Lungalunga,176.05,160.83,144.76,November-2022
6,Voi,176.46,161.24,145.17,November-2022
7,Taveta,177.86,162.64,146.58,November-2022
8,Lamu,178.27,163.06,147.0,November-2022
9,Hola,178.57,163.34,147.28,November-2022
10,Mpeketoni,178.27,163.06,147.0,November-2022
11,Minjila,177.25,162.02,145.96,November-2022
12,Garsen,177.33,162.11,146.05,November-2022
13,Samburu,175.28,160.06,144.0,November-2022
14,Taru,175.46,160.24,144.18,November-2022
15,Mwatate,176.79,161.57,145.51,November-2022
16,Wundanji,176.96,161.74,145.68,November-2022
17,Kaloleni,175.13,159.92,143.85,November-2022
18,Marereni,176.56,161.34,145.27,November-2022
19,Nairobi,177.3,162.0,145.94,November-2022
20,Thika,177.31,162.01,145.94,November-2022
21,Machakos,177.54,162.24,146.18,November-2022
22,Kajiado,177.72,162.42,146.36,November-2022
23,Makuyu,177.59,162.29,146.23,November-2022
24,Muranga,177.82,162.52,146.46,November-2022
25,Sagana,178.05,162.75,146.68,November-2022
26,Embu,178.4,163.1,147.04,November-2022
27,Kerugoya,178.33,163.03,146.97,November-2022
28,Narok,178.69,163.4,147.33,November-2022
29,Nyeri,178.67,163.37,147.31,November-2022
30,Namanga,178.85,163.55,147.48,November-2022
31,Kiganjo,178.64,163.34,147.28,November-2022
32,Chuka,178.93,163.63,147.57,November-2022
33,Kitui,178.84,163.54,147.47,November-2022
34,Mwingi,179.22,163.93,147.86,November-2022
35,Nanyuki,179.23,163.94,147.87,November-2022
36,Nkubu,180.21,164.91,148.84,November-2022
37,Mtito Andei,179.74,164.44,148.38,November-2022
38,Meru,180.4,165.1,149.04,November-2022
39,Isiolo,180.26,164.96,148.89,November-2022
40,Maua,180.85,165.56,149.49,November-2022
41,Garissa,181.47,166.17,150.11,November-2022
42,Marsabit,185.15,169.85,153.79,November-2022
43,Liboi,184.24,168.94,152.87,November-2022
44,Moyale,186.74,171.44,155.37,November-2022
45,Sololo,185.79,170.49,154.43,November-2022
46,Habaswein,184.16,168.86,152.8,November-2022
47,Dadaab,182.85,167.55,151.49,November-2022
48,Tarbaj,186.42,171.12,155.04,November-2022
49,Elwak,188.02,172.72,156.65,November-2022
50,Wajir,186.57,171.27,155.21,November-2022
51,Modogashe,184.3,169.0,152.94,November-2022
52,Mandera,190.35,175.05,158.98,November-2022
53,Matuu,178.2,162.9,146.84,November-2022
54,Merti,182.65,167.35,151.29,November-2022
55,Oldonyiro,179.67,164.36,148.29,November-2022
56,Eldas,188.34,173.04,156.98,November-2022
57,Bute,185.38,170.08,154.02,November-2022
58,Hadado,183.97,168.67,152.6,November-2022
59,Mai Mahiu,177.42,162.12,146.06,November-2022
60,Doldo,180.0,164.7,148.63,November-2022
61,Lamuria,179.12,163.82,147.75,November-2022
62,Sipili,179.98,164.68,148.62,November-2022
63,Marimanti,179.61,164.31,148.25,November-2022
64,Mutuobare,178.95,163.65,147.58,November-2022
65,North Horr,186.11,170.82,154.75,November-2022
66,Maikona,184.73,169.43,153.37,November-2022
67,Kalacha,185.27,169.97,153.91,November-2022
68,Loyangalani,185.34,170.04,153.97,November-2022
69,Turbi,185.14,169.84,153.78,November-2022
70,Laisamis,182.36,167.06,150.98,November-2022
71,Merille,182.05,166.75,150.69,November-2022
72,Korr,183.3,168.0,151.93,November-2022
73,Nakuru,176.62,161.83,145.79,November-2022
74,Gilgil,176.58,161.79,145.76,November-2022
75,Mogotio,176.57,161.78,145.74,November-2022
76,Molo,176.65,161.86,145.83,November-2022
77,Olenguruone,177.36,162.56,146.53,November-2022
78,Londiani,176.88,162.09,146.05,November-2022
79,Nyahururu,176.87,162.08,146.04,November-2022
80,Archers Post,179.85,165.06,149.03,November-2022
81,Lodosoit,180.95,166.16,150.13,November-2022
82,Naivasha,176.95,162.15,146.11,November-2022
83,Marigat,177.34,162.55,146.51,November-2022
84,Kabarnet ,177.83,163.04,147.01,November-2022
85,Maralal,178.92,164.13,148.1,November-2022
86,Wamba,179.76,164.97,148.93,November-2022
87,Rumuruti,177.41,162.62,146.58,November-2022
88,Eldoret,177.5,162.72,146.67,November-2022
89,Kiplombe,177.5,162.72,146.67,November-2022
90,Iten,177.5,162.72,146.67,November-2022
91,Naiberi,177.5,162.72,146.67,November-2022
92,Kesses,177.5,162.72,146.67,November-2022
93,Kapsabet,177.52,162.74,146.68,November-2022
94,Webuye,177.93,163.15,147.1,November-2022
95,Kitale,177.86,163.08,147.03,November-2022
96,Kapenguria ,178.5,163.72,147.67,November-2022
97,Bungoma,178.26,163.48,147.44,November-2022
98,Moiben,177.52,162.74,146.68,November-2022
99,Matunda,177.49,162.7,146.66,November-2022
100,Burnt Forest,177.45,162.67,146.62,November-2022
101,Tambach,177.54,162.76,146.71,November-2022
102,Kapsowar,178.0,163.22,147.18,November-2022
103,Chebara,177.89,163.1,147.06,November-2022
104,Kimwarer,177.81,163.03,146.99,November-2022
105,Timboroa,177.73,162.95,146.9,November-2022
106,Nandi Hills,177.69,162.91,146.87,November-2022
107,Kaiboi,177.55,162.77,146.73,November-2022
108,Kiminini,178.05,163.27,147.21,November-2022
109,Endebes,178.39,163.61,147.57,November-2022
110,Saboti,178.07,163.29,147.25,November-2022
111,Chepareria,178.71,163.93,147.87,November-2022
112,Lomut,180.33,165.53,149.49,November-2022
113,Burgich,179.12,164.34,148.29,November-2022
114,Sigor,179.25,164.47,148.42,November-2022
115,Lodwar,181.68,166.9,150.85,November-2022
116,Kakuma,183.27,168.49,152.44,November-2022
117,Lokichar,180.68,165.9,149.85,November-2022
118,Kalokol,182.44,167.66,151.61,November-2022
119,Lokori,181.05,166.27,150.22,November-2022
120,Lokitaung,185.33,170.55,154.49,November-2022
121,Kapedo,180.33,165.53,149.49,November-2022
122,Malaba,178.66,163.88,147.84,November-2022
123,Lokichogio,184.46,169.68,153.63,November-2022
124,Ziwa,177.69,162.91,146.87,November-2022
125,Soy,177.51,162.72,146.67,November-2022
126,Moi's Bridge,177.57,162.78,146.74,November-2022
127,Turbo,177.45,162.67,146.62,November-2022
128,Kibish,185.56,170.77,154.73,November-2022
129,Nakalale,184.39,169.6,153.55,November-2022
130,Loima,180.8,166.02,149.97,November-2022
131,Lokiriama,182.37,167.59,151.53,November-2022
132,Kainuk,179.57,164.79,148.74,November-2022
133,Kacheliba,178.9,164.12,148.07,November-2022
134,Kiwawa,179.5,164.72,148.68,November-2022
135,Ortum,179.09,164.31,148.26,November-2022
136,Kachibora,177.89,163.1,147.06,November-2022
137,Kwanza,178.6,163.82,147.78,November-2022
138,Kaplamai,177.92,163.14,147.08,November-2022
139,Eldama Ravine,178.33,163.55,147.51,November-2022
140,Tenges,178.47,163.69,147.65,November-2022
141,Barwessa,178.59,163.81,147.75,November-2022
142,Kipsaraman,179.49,164.71,148.66,November-2022
143,Loruk,179.36,164.58,148.53,November-2022
144,Kabartonjo,178.33,163.55,147.51,November-2022
145,Tindiret,178.39,163.61,147.57,November-2022
146,O'lessos,177.57,162.78,146.74,November-2022
147,Kobujoi,177.97,163.19,147.14,November-2022
148,Serem,178.05,163.27,147.21,November-2022
149,Kabiyet,177.51,162.72,146.67,November-2022
150,Cheptulu,177.93,163.15,147.1,November-2022
151,Songor,178.47,163.69,147.65,November-2022
152,Kapcherop,178.11,163.33,147.28,November-2022
153,Sambalat,178.79,164.01,147.97,November-2022
154,Arror,178.45,163.67,147.61,November-2022
155,Tot,178.65,163.87,147.82,November-2022
156,Kaptarakwa,177.69,162.91,146.87,November-2022
157,Kapese,180.65,165.86,149.82,November-2022
158,Kalemngorok,180.03,165.25,149.21,November-2022
159,Marich,179.02,164.24,148.19,November-2022
160,Alale,179.5,164.72,148.68,November-2022
161,Kunyao,179.17,164.39,148.34,November-2022
162,Asilong,178.76,163.98,147.93,November-2022
163,Orolwo,178.79,164.01,147.97,November-2022
164,Sebit,178.74,163.96,147.92,November-2022
